
####################, label: 
0	-0.0822593	-5.9621	-230.658
0	-0.0799091	-30.045	-230.658
0	-0.0775588	-51.0455	-230.658
0	-0.0752085	-67.2553	-230.658
0	-0.0728583	-76.9053	-230.658
0	-0.070508	-78.2554	-230.658
0	-0.0681577	-69.3059	-230.658
0	-0.0658075	-47.3219	-230.658
0	-0.0634572	-7.80784	-230.658
0	-0.0611069	59.7239	-230.658
0	-0.0587567	183.065	-114.624
0	-0.0564064	26.7454	1.41515
0	-0.0540561	-58.0022	1.39266
0	-0.0517059	-109.54	1.32301
0	-0.0493556	-136.941	1.22922
0	-0.0470053	-155.288	1.1226
0	-0.0446551	-168.039	1.00967
0	-0.0423048	-167.931	0.894163
0	-0.0399545	-176.606	0.778406
0	-0.0376043	-184.573	0.663923
0	-0.035254	-180.694	0.551786
0	-0.0329037	-178.36	0.443126
0	-0.0305535	-170.955	0.338587
0	-0.0282032	-168.023	0.238839
0	-0.0258529	-173.351	0.144616
0	-0.0235027	-164.743	0.0562776
0	-0.0211524	-155.278	-0.0255761
0	-0.0188021	-159.9	-0.100469
0	-0.0164519	-153.061	-0.167872
0	-0.0141016	-139.278	-0.227078
0	-0.0117513	-128.97	-0.277955
0	-0.00940107	-130.493	-0.320227
0	-0.0070508	-124.41	-0.353402
0	-0.00470053	-118.681	-0.377293
0	-0.00235026	-113.541	-0.39165
0	0	-112.988	-0.396401
0	0.00235027	-108.489	-0.391643
0	0.00470054	-98.6156	-0.377203
0	0.0070508	-84.9296	-0.353285
0	0.00940107	-79.2906	-0.320181
0	0.0117513	-64.9529	-0.277929
0	0.0141016	-63.5641	-0.226945
0	0.0164519	-62.7301	-0.167569
0	0.0188021	-59.9348	-0.100208
0	0.0211524	-67.0721	-0.0254658
0	0.0235027	-62.2943	0.0563398
0	0.0258529	-54.1763	0.144661
0	0.0282032	-50.8267	0.238957
0	0.0305535	-48.9076	0.338742
0	0.0329037	-47.8884	0.443227
0	0.035254	-40.7215	0.551863
0	0.0376043	-34.2078	0.663996
0	0.0399545	-34.4288	0.778469
0	0.0423048	-46.122	0.894249
0	0.0446551	-49.9258	1.00988
0	0.0470053	-47.3046	1.12284
0	0.0493556	-51.7175	1.22931
0	0.0517059	-71.673	1.32305
0	0.0540562	-94.7793	1.39275
0	0.0564064	-119.561	1.41527
0	0.0587567	-170.642	-114.624
0	0.061107	-54.9162	-230.658
