
##### time= 3.236646307e-06, label: 
1.7806E-11		2.58554E-11
4.57613E-09		5.73742E-08
9.13444E-09		7.37287E-08
1.36928E-08		2.69043E-07
1.82512E-08		4.13147E-08
2.27562E-08		3.3292E-08
2.73146E-08		8.92279E-08
3.1873E-08		1.13005E-07
3.64313E-08		9.32391E-09
4.09897E-08		1.63527E-07
4.55481E-08		1.59855E-07
5.01065E-08		3.93479E-09
5.46649E-08		1.66183E-07
5.92233E-08		1.29554E-07
6.37817E-08		4.34517E-09
6.83401E-08		1.38216E-07
7.28984E-08		1.12537E-07
7.72432E-08		1.81067E-09
8.18015E-08		1.28762E-07
8.63599E-08		1.49117E-07
9.09183E-08		9.80028E-10
9.54767E-08		1.35713E-07
1.00035E-07		1.20422E-07
1.04593E-07		7.14912E-10
1.09152E-07		1.34233E-07
1.1371E-07		1.33683E-07
1.18269E-07		7.1213E-10
1.22827E-07		1.46278E-07
1.27385E-07		1.22327E-07
1.31944E-07		1.78894E-09
1.36502E-07		1.45859E-07
1.41061E-07		1.20185E-07
1.45619E-07		2.01458E-09
1.50177E-07		1.48682E-07
1.54736E-07		1.1579E-07
1.59294E-07		3.2174E-09
1.63853E-07		1.53873E-07
1.68411E-07		1.10421E-07
1.72969E-07		4.55607E-09
1.77528E-07		1.54994E-07
1.82086E-07		1.06372E-07
1.86644E-07		5.84938E-09
1.91203E-07		1.59734E-07
1.95761E-07		1.01716E-07
2.0032E-07		7.78146E-09
2.04878E-07		1.61666E-07
2.09436E-07		9.72124E-08
2.13995E-07		9.57759E-09
2.18553E-07		1.64639E-07
2.23112E-07		9.25132E-08
2.2767E-07		1.17534E-08
2.32228E-07		1.66843E-07
2.36787E-07		8.79867E-08
2.41343E-07		1.25327E-08
2.45898E-07		1.60966E-07
2.50452E-07		1.05751E-07
2.55007E-07		2.24202E-09
2.59562E-07		1.41946E-07
2.64117E-07		1.34551E-07
2.68671E-07		5.54422E-10
2.73226E-07		1.21083E-07
2.77781E-07		1.51159E-07
2.82336E-07		6.20299E-09
2.8689E-07		9.58892E-08
2.91445E-07		1.6744E-07
2.95146E-07		1.09597E-07
2.99701E-07		2.26107E-09
3.04255E-07		1.41781E-07
3.0881E-07		1.33313E-07
3.13365E-07		7.52001E-10
3.1792E-07		1.19578E-07
3.22474E-07		1.52753E-07
3.27029E-07		6.46987E-09
3.31584E-07		9.50001E-08
3.36138E-07		1.68353E-07
3.40693E-07		1.85794E-08
3.45248E-07		6.98915E-08
3.49803E-07		1.76397E-07
3.54357E-07		3.67297E-08
3.58912E-07		4.63068E-08
3.63467E-07		1.784E-07
3.68022E-07		5.87705E-08
3.72576E-07		2.62451E-08
3.77131E-07		1.72731E-07
3.81686E-07		8.35002E-08
3.86241E-07		1.12256E-08
3.90795E-07		1.60626E-07
3.9535E-07		1.08554E-07
3.99905E-07		2.47177E-09
4.0446E-07		1.42803E-07
4.09014E-07		1.32198E-07
4.13569E-07		6.84503E-10
4.18124E-07		1.20664E-07
4.22679E-07		1.52334E-07
4.27233E-07		6.02151E-09
4.31788E-07		9.60837E-08
4.36343E-07		1.6751E-07
4.40898E-07		1.80169E-08
4.45452E-07		7.09354E-08
4.50007E-07		1.76389E-07
4.54562E-07		3.57616E-08
4.59117E-07		4.72941E-08
4.63671E-07		1.78334E-07
4.68226E-07		5.77878E-08
4.72781E-07		2.70211E-08
4.77336E-07		1.73043E-07
4.8189E-07		8.1217E-08
4.86445E-07		1.21246E-08
4.91E-07		1.61757E-07
4.95555E-07		1.0699E-07
5.00109E-07		2.93827E-09
5.04664E-07		1.44842E-07
5.09219E-07		1.30344E-07
5.13774E-07		5.61991E-10
5.18328E-07		1.22295E-07
5.22883E-07		1.50869E-07
5.27438E-07		5.3801E-09
5.31993E-07		9.81712E-08
5.36547E-07		1.66553E-07
5.41102E-07		1.67813E-08
5.45657E-07		7.29124E-08
5.50212E-07		1.75817E-07
5.54766E-07		3.41593E-08
5.59321E-07		4.90849E-08
5.63876E-07		1.7846E-07
5.68431E-07		5.58935E-08
5.72985E-07		2.85062E-08
5.7754E-07		1.73857E-07
5.82095E-07		8.03191E-08
5.8665E-07		1.2768E-08
5.91204E-07		1.62444E-07
5.95759E-07		1.05526E-07
6.00314E-07		3.18829E-09
6.04869E-07		1.45287E-07
6.09423E-07		1.29392E-07
6.13978E-07		5.20678E-10
6.18533E-07		1.23579E-07
6.23088E-07		1.50091E-07
6.27642E-07		4.97671E-09
6.32197E-07		9.91975E-08
6.36752E-07		1.65935E-07
6.41307E-07		1.61955E-08
6.45861E-07		7.40167E-08
6.50416E-07		1.75658E-07
6.54971E-07		3.32856E-08
6.59526E-07		5.00777E-08
6.6408E-07		1.7848E-07
6.68635E-07		5.4878E-08
6.7319E-07		2.9295E-08
6.77745E-07		1.74183E-07
6.82299E-07		7.92367E-08
6.86854E-07		1.33314E-08
6.91409E-07		1.63097E-07
6.95964E-07		1.04421E-07
7.00518E-07		3.46583E-09
7.05073E-07		1.46124E-07
7.09628E-07		1.28406E-07
7.14183E-07		4.88332E-10
7.18737E-07		1.24613E-07
7.23292E-07		1.49278E-07
7.27847E-07		4.63685E-09
7.32402E-07		1.00291E-07
7.36956E-07		1.6536E-07
7.41511E-07		1.55796E-08
7.46066E-07		7.5105E-08
7.50621E-07		1.75369E-07
7.55175E-07		3.24395E-08
7.5973E-07		5.10708E-08
7.64285E-07		1.78502E-07
7.6884E-07		5.3868E-08
7.73394E-07		3.01126E-08
7.77949E-07		1.74508E-07
7.82504E-07		7.81477E-08
7.87059E-07		1.39088E-08
7.91613E-07		1.63707E-07
7.96168E-07		1.03337E-07
8.00723E-07		3.75683E-09
8.05278E-07		1.46964E-07
8.09832E-07		1.27416E-07
8.14387E-07		4.69244E-10
8.18942E-07		1.25619E-07
8.23497E-07		1.48459E-07
8.28051E-07		4.30931E-09
8.32606E-07		1.01381E-07
8.37161E-07		1.64781E-07
8.41716E-07		1.49697E-08
8.4627E-07		7.61919E-08
8.50825E-07		1.75075E-07
8.5538E-07		3.15967E-08
8.59935E-07		5.20667E-08
8.64489E-07		1.78516E-07
8.69044E-07		5.28593E-08
8.73599E-07		3.09379E-08
8.78154E-07		1.74829E-07
8.82708E-07		7.70552E-08
8.87263E-07		1.4497E-08
8.91818E-07		1.64311E-07
8.96373E-07		1.02247E-07
9.00927E-07		4.06045E-09
9.05482E-07		1.47801E-07
9.10037E-07		1.26417E-07
9.14592E-07		4.63819E-10
9.19146E-07		1.26622E-07
9.23701E-07		1.47631E-07
9.28256E-07		3.99528E-09
9.32811E-07		1.02471E-07
9.37365E-07		1.64191E-07
9.4192E-07		1.43721E-08
9.46475E-07		7.72797E-08
9.5103E-07		1.74769E-07
9.55591E-07		2.71664E-08
9.6016E-07		9.76049E-08
9.64729E-07		1.58163E-07
9.69298E-07		6.75723E-09
9.73868E-07		1.88688E-07
9.78437E-07		3.92926E-08
9.83006E-07		7.58645E-08
9.87576E-07		1.54149E-07
9.92145E-07		1.38162E-09
9.96714E-07		1.6511E-07
1.00128E-06		7.76373E-08
1.00585E-06		4.99438E-08
1.01042E-06		1.76968E-07
1.01499E-06		5.23865E-09
1.01956E-06		1.39821E-07
1.02413E-06		1.06098E-07
1.0287E-06		2.52453E-08
1.03327E-06		1.8456E-07
1.03784E-06		1.82099E-08
1.04241E-06		1.1254E-07
1.04698E-06		1.32807E-07
1.05155E-06		8.2472E-09
1.05612E-06		1.81897E-07
1.06068E-06		4.09577E-08
1.06525E-06		8.44868E-08
1.06982E-06		1.5674E-07
1.07439E-06		1.06046E-09
1.07896E-06		1.67114E-07
1.08353E-06		6.8152E-08
1.0881E-06		5.4778E-08
1.09267E-06		1.7513E-07
1.09724E-06		3.20998E-09
1.10181E-06		1.46911E-07
1.10638E-06		9.75203E-08
1.11095E-06		2.98195E-08
1.11552E-06		1.83634E-07
1.12009E-06		1.5035E-08
1.12465E-06		1.20534E-07
1.12922E-06		1.26572E-07
1.13379E-06		1.16046E-08
1.13836E-06		1.8218E-07
1.14293E-06		3.50634E-08
1.1475E-06		9.08533E-08
1.15207E-06		1.52366E-07
1.15664E-06		1.94017E-09
1.16121E-06		1.71618E-07
1.16578E-06		6.10316E-08
1.16692E-06		1.67545E-07
1.17149E-06		6.82456E-08
1.17606E-06		5.44461E-08
1.18063E-06		1.75058E-07
1.1852E-06		3.38061E-09
1.18977E-06		1.46704E-07
1.19434E-06		9.7929E-08
1.19891E-06		2.95918E-08
1.20348E-06		1.83465E-07
1.20804E-06		1.52423E-08
1.21261E-06		1.20058E-07
1.21718E-06		1.27103E-07
1.22175E-06		1.14367E-08
1.22632E-06		1.82218E-07
1.23089E-06		3.52945E-08
1.23546E-06		9.04365E-08
1.24003E-06		1.5259E-07
1.2446E-06		1.87653E-09
1.24917E-06		1.71455E-07
1.25374E-06		6.14092E-08
1.25831E-06		6.10363E-08
1.26288E-06		1.71662E-07
1.26745E-06		1.94154E-09
1.27201E-06		1.5229E-07
1.27658E-06		9.08285E-08
1.28115E-06		3.49799E-08
1.28572E-06		1.82308E-07
1.29029E-06		1.16232E-08
1.29486E-06		1.26745E-07
1.29943E-06		1.2042E-07
1.304E-06		1.50244E-08
1.30857E-06		1.83406E-07
1.31314E-06		2.98911E-08
1.31771E-06		9.75566E-08
1.32228E-06		1.4703E-07
1.32685E-06		3.29484E-09
1.33142E-06		1.74833E-07
1.33598E-06		5.4806E-08
1.34055E-06		6.78241E-08
1.34512E-06		1.67833E-07
1.34969E-06		1.03852E-09
1.35426E-06		1.57497E-07
1.35883E-06		8.37184E-08
1.3634E-06		4.07032E-08
1.36797E-06		1.80622E-07
1.37254E-06		8.49461E-09
1.37711E-06		1.33243E-07
1.38168E-06		1.13555E-07
1.38625E-06		1.90792E-08
1.39082E-06		1.84036E-07
1.39539E-06		2.48708E-08
1.39996E-06		1.04649E-07
1.40452E-06		1.41145E-07
1.40909E-06		5.25045E-09
1.41366E-06		1.77709E-07
1.41823E-06		4.8427E-08
1.4228E-06		7.47552E-08
1.42737E-06		1.63555E-07
1.43194E-06		6.86729E-10
1.43651E-06		1.62317E-07
1.44108E-06		7.6659E-08
1.44565E-06		4.67386E-08
1.45022E-06		1.78403E-07
1.45479E-06		5.87311E-09
1.45936E-06		1.39494E-07
1.46393E-06		1.06565E-07
1.46849E-06		2.35764E-08
1.47306E-06		1.8411E-07
1.47763E-06		2.02584E-08
1.4822E-06		1.11667E-07
1.48677E-06		1.34967E-07
1.49134E-06		7.7316E-09
1.49591E-06		1.80072E-07
1.50048E-06		4.23134E-08
1.50505E-06		8.17938E-08
1.50962E-06		1.58847E-07
1.51419E-06		8.88197E-10
1.51876E-06		1.66716E-07
1.52333E-06		6.96938E-08
1.5279E-06		5.30493E-08
1.53246E-06		1.75664E-07
1.53703E-06		3.77323E-09
1.5416E-06		1.45462E-07
1.54617E-06		9.94894E-08
1.55074E-06		2.84891E-08
1.55531E-06		1.83633E-07
1.55988E-06		1.60805E-08
1.56445E-06		1.18569E-07
1.56902E-06		1.28533E-07
1.57359E-06		1.07239E-08
1.57816E-06		1.81906E-07
1.58273E-06		3.65016E-08
1.5873E-06		8.88969E-08
1.59187E-06		1.53737E-07
1.59644E-06		1.64165E-09
1.601E-06		1.70667E-07
1.60557E-06		6.28657E-08
1.61014E-06		5.95974E-08
1.61471E-06		1.72423E-07
1.61928E-06		2.20821E-09
1.62385E-06		1.51109E-07
1.62842E-06		9.23713E-08
1.63299E-06		3.37869E-08
1.63756E-06		1.82605E-07
1.64213E-06		1.23631E-08
1.6467E-06		1.25314E-07
1.65127E-06		1.21881E-07
1.65584E-06		1.42083E-08
1.66041E-06		1.832E-07
1.66497E-06		3.10271E-08
1.66954E-06		9.60196E-08
1.67411E-06		1.48258E-07
1.67868E-06		2.94251E-09
1.68325E-06		1.74145E-07
1.68782E-06		5.62164E-08
1.69239E-06		6.63437E-08
1.69696E-06		1.687E-07
1.70153E-06		1.18692E-09
1.7061E-06		1.56403E-07
1.71067E-06		8.52526E-08
1.71524E-06		3.9439E-08
1.71981E-06		1.81032E-07
1.72438E-06		9.12831E-09
1.72894E-06		1.31859E-07
1.73351E-06		1.15051E-07
1.73808E-06		1.81645E-08
1.74265E-06		1.83947E-07
1.74722E-06		2.59224E-08
1.75179E-06		1.03122E-07
1.75636E-06		1.42443E-07
1.76093E-06		4.78294E-09
1.7655E-06		1.77131E-07
1.77007E-06		4.97847E-08
1.77464E-06		7.32471E-08
1.77921E-06		1.64517E-07
1.78378E-06		7.15916E-10
1.78835E-06		1.6131E-07
1.79291E-06		7.81785E-08
1.79748E-06		4.54097E-08
1.80205E-06		1.78926E-07
1.80662E-06		6.39595E-09
1.81119E-06		1.38166E-07
1.81576E-06		1.08085E-07
1.82033E-06		2.25684E-08
1.8249E-06		1.84141E-07
1.82947E-06		2.12193E-08
1.83404E-06		1.10159E-07
1.83861E-06		1.36325E-07
1.84318E-06		7.15182E-09
1.84775E-06		1.79606E-07
1.85232E-06		4.36103E-08
1.85689E-06		8.02657E-08
1.86145E-06		1.59898E-07
1.86602E-06		7.97832E-10
1.87059E-06		1.65803E-07
1.87516E-06		7.11888E-08
1.87973E-06		5.16641E-08
1.8843E-06		1.763E-07
1.88887E-06		4.18211E-09
1.89344E-06		1.44198E-07
1.89801E-06		1.01023E-07
1.90258E-06		2.73942E-08
1.90715E-06		1.83782E-07
1.91169E-06		7.39277E-08
1.91623E-06		7.99951E-10
1.92077E-06		1.06076E-07
1.92531E-06		2.07904E-07
1.92985E-06		7.89271E-08
1.93439E-06		1.55942E-09
1.93893E-06		8.54585E-08
1.94347E-06		1.87226E-07
1.94801E-06		1.00423E-07
