
##### time= 3.236646307e-06, label: 
0		-0.035254		-982.258
0		-0.0329037		-982.258
0		-0.0305535		-982.258
0		-0.0282032		-982.258
0		-0.0258529		-982.258
0		-0.0235027		-982.258
0		-0.0211524		-982.258
0		-0.0188021		-982.258
0		-0.0164519		-982.258
0		-0.0141016		-982.258
0		-0.0117513		-490.858
0		-0.00940107		0.54298
0		-0.0070508		0.543293
0		-0.00470053		0.539699
0		-0.00235027		0.536179
0		0		0.534749
0		0.00235027		0.536139
0		0.00470053		0.539652
0		0.0070508		0.543233
0		0.00940107		0.542971
0		0.0117513		-490.858
0		0.0141016		-982.258
0		0.0164519		-982.258
0		0.0188021		-982.258
0		0.0211524		-982.258
0		0.0235027		-982.258
0		0.0258529		-982.258
0		0.0282032		-982.258
0		0.0305535		-982.258
0		0.0329037		-982.258
0		0.035254		-982.258
0.00235027		-0.035254		-897.067
0.00235027		-0.0329037		-896.337
0.00235027		-0.0305535		-893.97
0.00235027		-0.0282032		-889.36
0.00235027		-0.0258529		-881.202
0.00235027		-0.0235027		-867.128
0.00235027		-0.0211524		-842.879
0.00235027		-0.0188021		-799.675
0.00235027		-0.0164519		-717.257
0.00235027		-0.0141016		-541.642
0.00235027		-0.0117513		-297.961
0.00235027		-0.00940107		-177.055
0.00235027		-0.0070508		-3.68024
0.00235027		-0.00470053		72.1712
0.00235027		-0.00235027		102.898
0.00235027		0		118.042
0.00235027		0.00235027		117.099
0.00235027		0.00470053		91.1379
0.00235027		0.0070508		31.4143
0.00235027		0.00940107		-121.655
0.00235027		0.0117513		-232.22
0.00235027		0.0141016		-547.675
0.00235027		0.0164519		-718.946
0.00235027		0.0188021		-799.719
0.00235027		0.0211524		-842.299
0.00235027		0.0235027		-866.316
0.00235027		0.0258529		-880.317
0.00235027		0.0282032		-888.471
0.00235027		0.0305535		-893.079
0.00235027		0.0329037		-895.47
0.00235027		0.035254		-896.22
0.00470053		-0.035254		-748.306
0.00470053		-0.0329037		-747.087
0.00470053		-0.0305535		-743.199
0.00470053		-0.0282032		-735.628
0.00470053		-0.0258529		-722.225
0.00470053		-0.0235027		-699.463
0.00470053		-0.0211524		-661.508
0.00470053		-0.0188021		-598.514
0.00470053		-0.0164519		-493.776
0.00470053		-0.0141016		-320.933
0.00470053		-0.0117513		-190.158
0.00470053		-0.00940107		-81.3278
0.00470053		-0.0070508		90.8713
0.00470053		-0.00470053		189.171
0.00470053		-0.00235027		234.253
0.00470053		0		252.941
0.00470053		0.00235027		250.739
0.00470053		0.00470053		216.57
0.00470053		0.0070508		145.213
0.00470053		0.00940107		3.82324
0.00470053		0.0117513		-89.6392
0.00470053		0.0141016		-325.75
0.00470053		0.0164519		-494.471
0.00470053		0.0188021		-597.566
0.00470053		0.0211524		-659.926
0.00470053		0.0235027		-697.697
0.00470053		0.0258529		-720.403
0.00470053		0.0282032		-733.807
0.00470053		0.0305535		-741.444
0.00470053		0.0329037		-745.359
0.00470053		0.035254		-746.571
0.0070508		-0.035254		-548.16
0.0070508		-0.0329037		-546.99
0.0070508		-0.0305535		-543.075
0.0070508		-0.0282032		-535.166
0.0070508		-0.0258529		-521.003
0.0070508		-0.0235027		-497.01
0.0070508		-0.0211524		-457.871
0.0070508		-0.0188021		-396.259
0.0070508		-0.0164519		-302.909
0.0070508		-0.0141016		-169.114
0.0070508		-0.0117513		39.0213
0.0070508		-0.00940107		123.571
0.0070508		-0.0070508		261.986
0.0070508		-0.00470053		352.772
0.0070508		-0.00235027		399.55
0.0070508		0		412.235
0.0070508		0.00235027		400.327
0.0070508		0.00470053		371.89
0.0070508		0.0070508		317.695
0.0070508		0.00940107		218.497
0.0070508		0.0117513		159.792
0.0070508		0.0141016		-166.224
0.0070508		0.0164519		-300.094
0.0070508		0.0188021		-393.313
0.0070508		0.0211524		-454.882
0.0070508		0.0235027		-494.087
0.0070508		0.0258529		-518.185
0.0070508		0.0282032		-532.454
0.0070508		0.0305535		-540.437
0.0070508		0.0329037		-544.392
0.0070508		0.035254		-545.582
0.00940107		-0.035254		-310.656
0.00940107		-0.0329037		-310.022
0.00940107		-0.0305535		-307.682
0.00940107		-0.0282032		-302.423
0.00940107		-0.0258529		-292.14
0.00940107		-0.0235027		-273.857
0.00940107		-0.0211524		-243.732
0.00940107		-0.0188021		-197.322
0.00940107		-0.0164519		-130.806
0.00940107		-0.0141016		-43.9207
0.00940107		-0.0117513		319.548
0.00940107		-0.00940107		376.518
0.00940107		-0.0070508		477.846
0.00940107		-0.00470053		545.978
0.00940107		-0.00235027		578.3
0.00940107		0		587.635
0.00940107		0.00235027		577.709
0.00940107		0.00470053		559.815
0.00940107		0.0070508		528.655
0.00940107		0.00940107		476.7
0.00940107		0.0117513		448.724
0.00940107		0.0141016		-35.9206
0.00940107		0.0164519		-124.679
0.00940107		0.0188021		-192.242
0.00940107		0.0211524		-239.259
0.00940107		0.0235027		-269.771
0.00940107		0.0258529		-288.311
0.00940107		0.0282032		-298.796
0.00940107		0.0305535		-304.198
0.00940107		0.0329037		-306.607
0.00940107		0.035254		-307.27
0.0117513		-0.035254		-52.1046
0.0117513		-0.0329037		-52.4226
0.0117513		-0.0305535		-53.0179
0.0117513		-0.0282032		-52.8127
0.0117513		-0.0258529		-50.1101
0.0117513		-0.0235027		-42.7397
0.0117513		-0.0211524		-28.2281
0.0117513		-0.0188021		-4.27171
0.0117513		-0.0164519		30.1626
0.0117513		-0.0141016		72.8941
0.0117513		-0.0117513		614.36
0.0117513		-0.00940107		643.457
0.0117513		-0.0070508		704.187
0.0117513		-0.00470053		750.861
0.0117513		-0.00235027		772.178
0.0117513		0		776.929
0.0117513		0.00235027		770.344
0.0117513		0.00470053		763.622
0.0117513		0.0070508		757.058
0.0117513		0.00940107		743.992
0.0117513		0.0117513		735.829
0.0117513		0.0141016		85.3666
0.0117513		0.0164519		38.77
0.0117513		0.0188021		2.49057
0.0117513		0.0211524		-22.4697
0.0117513		0.0235027		-37.5893
0.0117513		0.0258529		-45.3603
0.0117513		0.0282032		-48.3477
0.0117513		0.0305535		-48.736
0.0117513		0.0329037		-48.2409
0.0117513		0.035254		-47.9594
0.0141016		-0.035254		210.15
0.0141016		-0.0329037		208.533
0.0141016		-0.0305535		204.05
0.0141016		-0.0282032		197.564
0.0141016		-0.0258529		190.292
0.0141016		-0.0235027		183.703
0.0141016		-0.0211524		179.264
0.0141016		-0.0188021		178.066
0.0141016		-0.0164519		180.129
0.0141016		-0.0141016		183.599
0.0141016		-0.0117513		896.439
0.0141016		-0.00940107		907.482
0.0141016		-0.0070508		931.356
0.0141016		-0.00470053		952.222
0.0141016		-0.00235027		964.011
0.0141016		0		965.291
0.0141016		0.00235027		967.087
0.0141016		0.00470053		973.538
0.0141016		0.0070508		985.159
0.0141016		0.00940107		1005.92
0.0141016		0.0117513		1017.24
0.0141016		0.0141016		195.328
0.0141016		0.0164519		189.222
0.0141016		0.0188021		185.664
0.0141016		0.0211524		185.905
0.0141016		0.0235027		189.701
0.0141016		0.0258529		195.833
0.0141016		0.0282032		202.777
0.0141016		0.0305535		209.048
0.0141016		0.0329037		213.413
0.0141016		0.035254		214.996
0.0164519		-0.035254		460.707
0.0164519		-0.0329037		457.666
0.0164519		-0.0305535		448.86
0.0164519		-0.0282032		434.95
0.0164519		-0.0258529		416.709
0.0164519		-0.0235027		395.051
0.0164519		-0.0211524		370.808
0.0164519		-0.0188021		344.428
0.0164519		-0.0164519		315.71
0.0164519		-0.0141016		283.864
0.0164519		-0.0117513		1150.69
0.0164519		-0.00940107		1150.99
0.0164519		-0.0070508		1153.17
0.0164519		-0.00470053		1151.55
0.0164519		-0.00235027		1144.99
0.0164519		0		1140.18
0.0164519		0.00235027		1147.28
0.0164519		0.00470053		1165.96
0.0164519		0.0070508		1203.31
0.0164519		0.00940107		1253.94
0.0164519		0.0117513		1277.03
0.0164519		0.0141016		291.452
0.0164519		0.0164519		324.104
0.0164519		0.0188021		352.324
0.0164519		0.0211524		378.035
0.0164519		0.0235027		401.7
0.0164519		0.0258529		422.908
0.0164519		0.0282032		440.814
0.0164519		0.0305535		454.489
0.0164519		0.0329037		463.168
0.0164519		0.035254		466.176
0.0188021		-0.035254		683.364
0.0188021		-0.0329037		678.916
0.0188021		-0.0305535		665.87
0.0188021		-0.0282032		644.754
0.0188021		-0.0258529		615.989
0.0188021		-0.0235027		580.044
0.0188021		-0.0211524		537.328
0.0188021		-0.0188021		487.902
0.0188021		-0.0164519		431.303
0.0188021		-0.0141016		366.228
0.0188021		-0.0117513		1389.27
0.0188021		-0.00940107		1369.42
0.0188021		-0.0070508		1337.97
0.0188021		-0.00470053		1317.87
0.0188021		-0.00235027		1301.75
0.0188021		0		1301.64
0.0188021		0.00235027		1317.32
0.0188021		0.00470053		1338.25
0.0188021		0.0070508		1387.47
0.0188021		0.00940107		1466.59
0.0188021		0.0117513		1509.22
0.0188021		0.0141016		376.336
0.0188021		0.0164519		440.36
0.0188021		0.0188021		496.249
0.0188021		0.0211524		545.043
0.0188021		0.0235027		587.235
0.0188021		0.0258529		622.727
0.0188021		0.0282032		651.141
0.0188021		0.0305535		672.045
0.0188021		0.0329037		684.956
0.0188021		0.035254		689.357
0.0211524		-0.035254		864.86
0.0211524		-0.0329037		859.195
0.0211524		-0.0305535		842.478
0.0211524		-0.0282032		815.155
0.0211524		-0.0258529		777.388
0.0211524		-0.0235027		729.325
0.0211524		-0.0211524		671.164
0.0211524		-0.0188021		602.793
0.0211524		-0.0164519		523.767
0.0211524		-0.0141016		433.602
0.0211524		-0.0117513		1575.14
0.0211524		-0.00940107		1545.05
0.0211524		-0.0070508		1489.51
0.0211524		-0.00470053		1456.45
0.0211524		-0.00235027		1437.43
0.0211524		0		1430.23
0.0211524		0.00235027		1446.22
0.0211524		0.00470053		1476.91
0.0211524		0.0070508		1540.29
0.0211524		0.00940107		1636.68
0.0211524		0.0117513		1688.59
0.0211524		0.0141016		443.649
0.0211524		0.0164519		533.115
0.0211524		0.0188021		611.503
0.0211524		0.0211524		679.29
0.0211524		0.0235027		736.932
0.0211524		0.0258529		784.542
0.0211524		0.0282032		821.997
0.0211524		0.0305535		849.105
0.0211524		0.0329037		865.663
0.0211524		0.035254		871.278
0.0235027		-0.035254		995.042
0.0235027		-0.0329037		988.524
0.0235027		-0.0305535		969.241
0.0235027		-0.0282032		937.486
0.0235027		-0.0258529		893.195
0.0235027		-0.0235027		836.366
0.0235027		-0.0211524		767.005
0.0235027		-0.0188021		684.838
0.0235027		-0.0164519		589.443
0.0235027		-0.0141016		480.081
0.0235027		-0.0117513		1699.14
0.0235027		-0.00940107		1662.39
0.0235027		-0.0070508		1599.7
0.0235027		-0.00470053		1560.53
0.0235027		-0.00235027		1536.77
0.0235027		0		1523.12
0.0235027		0.00235027		1534.55
0.0235027		0.00470053		1577.2
0.0235027		0.0070508		1652.93
0.0235027		0.00940107		1759.67
0.0235027		0.0117513		1818.81
0.0235027		0.0141016		489.836
0.0235027		0.0164519		599.04
0.0235027		0.0188021		693.88
0.0235027		0.0211524		775.45
0.0235027		0.0235027		844.302
0.0235027		0.0258529		900.693
0.0235027		0.0282032		944.652
0.0235027		0.0305535		976.216
0.0235027		0.0329037		995.357
0.0235027		0.035254		1001.81
0.0258529		-0.035254		1065.03
0.0258529		-0.0329037		1058.14
0.0258529		-0.0305535		1037.69
0.0258529		-0.0282032		1003.79
0.0258529		-0.0258529		956.265
0.0258529		-0.0235027		894.982
0.0258529		-0.0211524		819.678
0.0258529		-0.0188021		730.077
0.0258529		-0.0164519		626.005
0.0258529		-0.0141016		507.768
0.0258529		-0.0117513		1764.17
0.0258529		-0.00940107		1722.67
0.0258529		-0.0070508		1659.49
0.0258529		-0.00470053		1615.49
0.0258529		-0.00235027		1581.9
0.0258529		0		1572.55
0.0258529		0.00235027		1588.88
0.0258529		0.00470053		1632.35
0.0258529		0.0070508		1709.43
0.0258529		0.00940107		1824.15
0.0258529		0.0117513		1890.87
0.0258529		0.0141016		518.813
0.0258529		0.0164519		636.245
0.0258529		0.0188021		739.489
0.0258529		0.0211524		828.379
0.0258529		0.0235027		903.133
0.0258529		0.0258529		963.989
0.0258529		0.0282032		1011.22
0.0258529		0.0305535		1044.93
