
####################, label: 
0	-0.035254	0	0
0	-0.0329037	3.18099	-0.17533
0	-0.0305535	3.05599	-0.31613
0	-0.0282032	2.84782	-0.401645
0	-0.0258529	2.57042	-0.417425
0	-0.0235027	2.24437	-0.362868
0	-0.0211524	1.89537	-0.248769
0	-0.0188021	1.55826	-0.0940199
0	-0.0164519	1.27925	0.0913517
0	-0.0141016	1.12713	0.348142
0	-0.0117513	0.585668	0.902649
0	-0.00940107	-0.000693548	0.405202
0	-0.0070508	-0.00069436	0.146846
0	-0.00470053	-0.000685217	0.0191094
0	-0.00235027	-0.000676315	-0.0491742
0	0	-0.000672717	-0.0990471
0	0.00235027	-0.000676216	-0.129697
0	0.00470053	-0.000685099	-0.182998
0	0.0070508	-0.000694208	-0.279621
0	0.00940107	-0.000693523	-0.480296
0	0.0117513	0.58571	-0.894355
0	0.0141016	1.12715	-0.350659
0	0.0164519	1.27924	-0.0979536
0	0.0188021	1.55823	0.0851721
0	0.0211524	1.89533	0.238832
0	0.0235027	2.24437	0.352791
0	0.0258529	2.57039	0.408197
0	0.0282032	2.84787	0.394053
0	0.0305535	3.05602	0.310735
0	0.0329037	3.18095	0.17257
0	0.035254	0	0
0.00235027	-0.035254	0	0
0.00235027	-0.0329037	3.15782	-0.193447
0.00235027	-0.0305535	3.03709	-0.350715
0.00235027	-0.0282032	2.83388	-0.450895
0.00235027	-0.0258529	2.55887	-0.47833
0.00235027	-0.0235027	2.22836	-0.430861
0.00235027	-0.0211524	1.86218	-0.318826
0.00235027	-0.0188021	1.4832	-0.161512
0.00235027	-0.0164519	1.10891	0.0240646
0.00235027	-0.0141016	0.722251	0.243136
0.00235027	-0.0117513	0.379462	0.56424
0.00235027	-0.00940107	0.227474	0.263538
0.00235027	-0.0070508	0.00468916	0.0926273
0.00235027	-0.00470053	-0.0910257	0.00249522
0.00235027	-0.00235027	-0.128756	-0.0432881
0.00235027	0	-0.147269	-0.0763919
0.00235027	0.00235027	-0.146531	-0.0992873
0.00235027	0.00470053	-0.114951	-0.136125
0.00235027	0.0070508	-0.0400305	-0.202878
0.00235027	0.00940107	0.156311	-0.329949
0.00235027	0.0117513	0.295755	-0.566113
0.00235027	0.0141016	0.730306	-0.250252
0.00235027	0.0164519	1.11153	-0.0337549
0.00235027	0.0188021	1.48328	0.150331
0.00235027	0.0211524	1.86089	0.307084
0.00235027	0.0235027	2.22626	0.419448
0.00235027	0.0258529	2.5563	0.468012
0.00235027	0.0282032	2.83107	0.442549
0.00235027	0.0305535	3.03408	0.344827
0.00235027	0.0329037	3.15477	0.190399
0.00235027	0.035254	0	0
0.00470053	-0.035254	0	0
0.00470053	-0.0329037	2.98997	-0.227642
0.00470053	-0.0305535	2.88385	-0.417301
0.00470053	-0.0282032	2.70145	-0.548606
0.00470053	-0.0258529	2.44849	-0.604806
0.00470053	-0.0235027	2.13505	-0.582422
0.00470053	-0.0211524	1.77323	-0.491584
0.00470053	-0.0188021	1.37671	-0.354679
0.00470053	-0.0164519	0.957096	-0.202467
0.00470053	-0.0141016	0.518653	-0.074563
0.00470053	-0.0117513	0.263627	-0.0387735
0.00470053	-0.00940107	0.104698	-0.00648243
0.00470053	-0.0070508	-0.114078	-0.02345
0.00470053	-0.00470053	-0.233126	-0.0382567
0.00470053	-0.00235027	-0.285312	-0.0364054
0.00470053	0	-0.306811	-0.0317168
0.00470053	0.00235027	-0.305378	-0.0333746
0.00470053	0.00470053	-0.26689	-0.0427911
0.00470053	0.0070508	-0.182291	-0.0483004
0.00470053	0.00940107	-0.0049216	-0.0516082
0.00470053	0.0117513	0.12427	0.014424
0.00470053	0.0141016	0.526441	0.0560513
0.00470053	0.0164519	0.958445	0.185692
0.00470053	0.0188021	1.37454	0.3387
0.00470053	0.0211524	1.76898	0.476428
0.00470053	0.0235027	2.12965	0.568561
0.00470053	0.0258529	2.44229	0.592795
0.00470053	0.0282032	2.69475	0.539007
0.00470053	0.0305535	2.87704	0.410592
0.00470053	0.0329037	2.98306	0.224209
0.00470053	0.035254	0	0
0.0070508	-0.035254	0	0
0.0070508	-0.0329037	2.3458	-0.254097
0.0070508	-0.0305535	2.26554	-0.471205
0.0070508	-0.0282032	2.12389	-0.632834
0.0070508	-0.0258529	1.92234	-0.722761
0.0070508	-0.0235027	1.66545	-0.737567
0.0070508	-0.0211524	1.35986	-0.68667
0.0070508	-0.0188021	1.01644	-0.592439
0.0070508	-0.0164519	0.652422	-0.486302
0.0070508	-0.0141016	0.295105	-0.403917
0.0070508	-0.0117513	-0.0551926	-0.396146
0.0070508	-0.00940107	-0.155489	-0.215266
0.0070508	-0.0070508	-0.316832	-0.134968
0.0070508	-0.00470053	-0.415106	-0.0821862
0.0070508	-0.00235027	-0.462555	-0.0444688
0.0070508	0	-0.474663	-0.00948864
0.0070508	0.00235027	-0.46346	0.0164227
0.0070508	0.00470053	-0.437605	0.0427214
0.0070508	0.0070508	-0.384215	0.0892966
0.0070508	0.00940107	-0.27494	0.168627
0.0070508	0.0117513	-0.226012	0.363943
0.0070508	0.0141016	0.290061	0.379011
0.0070508	0.0164519	0.646352	0.464882
0.0070508	0.0188021	1.00889	0.57333
0.0070508	0.0211524	1.35097	0.66942
0.0070508	0.0235027	1.65563	0.722266
0.0070508	0.0258529	1.91193	0.709909
0.0070508	0.0282032	2.11312	0.62269
0.0070508	0.0305535	2.25454	0.464208
0.0070508	0.0329037	2.33467	0.250573
0.0070508	0.035254	0	0
0.00940107	-0.035254	0	0
0.00940107	-0.0329037	1.35129	-0.266181
0.00940107	-0.0305535	1.30704	-0.498601
0.00940107	-0.0282032	1.22576	-0.68171
0.00940107	-0.0258529	1.10498	-0.800358
0.00940107	-0.0235027	0.944614	-0.850846
0.00940107	-0.0211524	0.747859	-0.840435
0.00940107	-0.0188021	0.523416	-0.785926
0.00940107	-0.0164519	0.289491	-0.708971
0.00940107	-0.0141016	0.0770769	-0.627547
0.00940107	-0.0117513	-0.438536	-0.582501
0.00940107	-0.00940107	-0.447489	-0.331749
0.00940107	-0.0070508	-0.539671	-0.209402
0.00940107	-0.00470053	-0.595287	-0.121384
0.00940107	-0.00235027	-0.617688	-0.0615963
0.00940107	0	-0.623431	-0.00733468
0.00940107	0.00235027	-0.617032	0.0421821
0.00940107	0.00470053	-0.610335	0.10345
0.00940107	0.0070508	-0.597024	0.181668
