
####################, label: 
0	-0.0587567	-7.13454	-701.487
0	-0.0564064	-140.479	-701.487
0	-0.0540561	-264.322	-701.487
0	-0.0517059	-370.566	-701.487
0	-0.0493556	-451.419	-701.487
0	-0.0470053	-499.358	-701.487
0	-0.0446551	-506.995	-701.487
0	-0.0423048	-465.171	-701.487
0	-0.0399545	-359.824	-701.487
0	-0.0376043	-160.792	-701.487
0	-0.035254	211.565	-350.309
0	-0.0329037	-98.3608	0.842377
0	-0.0305535	-235.761	0.772261
0	-0.0282032	-294.42	0.681807
0	-0.0258529	-320.338	0.5866
0	-0.0235027	-314.023	0.493697
0	-0.0211524	-303.447	0.406919
0	-0.0188021	-280.215	0.3281
0	-0.0164519	-259.365	0.257994
0	-0.0141016	-248.353	0.19723
0	-0.0117513	-226.395	0.145874
0	-0.00940107	-205.365	0.103906
0	-0.0070508	-176.617	0.0714049
0	-0.00470053	-146.55	0.0481497
0	-0.00235027	-121.628	0.0342456
0	0	-104.129	0.0296436
0	0.00235027	-78.5971	0.0341653
0	0.00470053	-52.5151	0.0481302
0	0.0070508	-21.5341	0.0714341
0	0.00940107	0.56235	0.104
0	0.0117513	13.9459	0.14596
0	0.0141016	32.2002	0.19724
0	0.0164519	64.727	0.258008
0	0.0188021	87.1723	0.328145
0	0.0211524	113.28	0.406933
0	0.0235027	131.672	0.493734
0	0.0258529	131.983	0.58667
0	0.0282032	124.901	0.681832
0	0.0305535	101.078	0.772271
0	0.0329037	19.1738	0.842411
0	0.035254	-212.696	-350.309
0	0.0376043	158.835	-701.487
0	0.0399545	357.522	-701.487
0	0.0423048	462.843	-701.487
0	0.0446551	504.862	-701.487
0	0.0470053	497.495	-701.487
0	0.0493556	449.883	-701.487
0	0.0517059	369.418	-701.487
0	0.0540561	263.528	-701.487
0	0.0564064	140.093	-701.487
0	0.0587567	7.13453	-701.487
0.00235027	-0.0587567	-7.57013	-576.099
0.00235027	-0.0564064	-140.137	-576.461
0.00235027	-0.0540561	-263.558	-577.566
0.00235027	-0.0517059	-369.907	-578.994
0.00235027	-0.0493556	-451.54	-579.537
0.00235027	-0.0470053	-501.531	-577.234
0.00235027	-0.0446551	-513.378	-568.698
0.00235027	-0.0423048	-480.137	-547.343
0.00235027	-0.0399545	-393.612	-498.585
0.00235027	-0.0376043	-241.545	-384.06
0.00235027	-0.035254	-4.9279	-279.09
0.00235027	-0.0329037	-169.245	-193.301
0.00235027	-0.0305535	-259.459	-69.4415
0.00235027	-0.0282032	-295.077	-16.6404
0.00235027	-0.0258529	-306.359	12.5508
0.00235027	-0.0235027	-298.472	27.5
0.00235027	-0.0211524	-285.502	32.7221
0.00235027	-0.0188021	-266.218	34.8969
0.00235027	-0.0164519	-247.197	26.1805
0.00235027	-0.0141016	-227.882	24.3525
0.00235027	-0.0117513	-204.873	27.3478
0.00235027	-0.00940107	-181.711	29.1134
0.00235027	-0.0070508	-157.85	32.3547
0.00235027	-0.00470053	-132.47	29.5906
0.00235027	-0.00235027	-105.785	22.7511
0.00235027	0	-84.527	22.8232
0.00235027	0.00235027	-61.3231	27.3537
0.00235027	0.00470053	-36.4768	30.6745
0.00235027	0.0070508	-9.18495	29.541
0.00235027	0.00940107	12.3059	22.0013
0.00235027	0.0117513	30.4697	21.7029
0.00235027	0.0141016	53.7321	33.2713
0.00235027	0.0164519	79.1587	37.7631
0.00235027	0.0188021	104.706	37.1605
0.00235027	0.0211524	127.536	38.0554
0.00235027	0.0235027	145.555	28.4019
0.00235027	0.0258529	152.723	19.008
0.00235027	0.0282032	158.534	10.2122
0.00235027	0.0305535	147.721	-24.3085
0.00235027	0.0329037	103.816	-126.511
0.00235027	0.035254	3.77112	-200.98
